Gender,AgeGroup,Education,Profession,Income,Switcher,LastPurchase,Annual_Spend,APhone
M,65+,HighSchool,Janitor,16065,1,1,1396.0,1.0
F,45-54,Doctorate,Executive,118857,0,4,520.0,0.0
M,35-44,Doctorate,Lawyer,265874,0,5,734.0,0.0
F,35-44,Masters,Doctor,299637,0,2,424.0,0.0
M,35-44,HighSchool,Student,21790,0,3,342.0,0.0
F,18-24,HighSchool,Clerk,23838,1,2,243.0,0.0
M,25-34,HighSchool,Clerk,10176,1,2,486.0,0.0
M,55-64,Masters,Performer,321517,0,3,954.0,1.0
F,35-44,Bachelors,Manager,43452,1,2,711.0,0.0
F,65+,Bachelors,Technician,79632,1,2,204.0,0.0
F,35-44,Masters,Executive,152855,0,4,725.0,0.0
M,45-54,Doctorate,Lawyer,241916,1,2,406.0,0.0
F,35-44,Doctorate,Lawyer,206247,0,2,620.0,0.0
F,45-54,Doctorate,Lawyer,120222,0,2,286.0,0.0
M,55-64,Doctorate,Performer,234446,1,1,191.0,0.0
M,45-54,Masters,Programmer,64276,0,2,748.0,0.0
M,35-44,Masters,Executive,281668,1,1,460.0,0.0
M,55-64,Masters,Lawyer,262735,0,2,1081.0,1.0
F,25-34,Masters,Architect,75350,1,2,256.0,0.0
M,55-64,Doctorate,Performer,145653,0,5,743.0,1.0
M,35-44,Masters,Manager,52381,0,5,647.0,0.0
F,35-44,HighSchool,Janitor,35227,0,4,321.0,0.0
F,45-54,Associate,Clerk,15092,1,1,301.0,0.0
F,55-64,HighSchool,Teacher,35095,0,4,236.0,0.0
F,25-34,Associate,Janitor,30473,1,1,553.0,0.0
M,45-54,Doctorate,Doctor,246905,0,2,248.0,0.0
M,55-64,HighSchool,Janitor,27937,1,2,876.0,1.0
M,55-64,HighSchool,Secretary,22761,0,4,1432.0,1.0
F,35-44,Doctorate,Lawyer,156590,0,3,550.0,0.0
M,65+,Doctorate,Performer,101313,1,2,589.0,0.0
F,35-44,Masters,Doctor,141252,0,4,1380.0,1.0
F,45-54,HighSchool,Teacher,23828,0,2,312.0,0.0
F,45-54,Masters,Entrepreneur,284256,0,2,1409.0,1.0
M,55-64,Masters,Executive,113353,1,2,535.0,0.0
M,65+,Associate,Janitor,17631,0,2,1009.0,1.0
F,55-64,HighSchool,Clerk,23498,0,3,1305.0,1.0
M,45-54,Masters,Performer,253628,0,4,1221.0,1.0
M,35-44,Masters,Architect,42421,0,5,1336.0,0.0
M,25-34,Bachelors,Technician,89667,1,1,1234.0,1.0
F,25-34,Bachelors,Manager,83752,0,3,1050.0,1.0
F,45-54,Masters,Executive,291306,0,5,566.0,0.0
F,55-64,HighSchool,Student,33371,0,4,256.0,0.0
M,55-64,HighSchool,Secretary,21389,0,4,474.0,0.0
F,25-34,Masters,Performer,170288,1,2,306.0,0.0
M,65+,Bachelors,Nurse,41168,0,2,758.0,0.0
M,25-34,Associate,Architect,63286,0,4,1018.0,1.0
F,25-34,Masters,Executive,136413,1,2,719.0,0.0
F,45-54,Associate,Architect,41929,0,2,385.0,0.0
F,55-64,Masters,Doctor,165010,0,4,1395.0,1.0
M,25-34,Associate,Architect,88809,1,1,207.0,0.0
F,55-64,Associate,Architect,98613,0,2,1191.0,1.0
M,65+,Associate,Teacher,21984,0,3,597.0,0.0
F,55-64,Masters,Performer,139055,0,3,326.0,0.0
M,55-64,Masters,Executive,195105,1,2,1121.0,1.0
M,35-44,Masters,Lawyer,141177,0,3,1243.0,1.0
F,35-44,Masters,Entrepreneur,278635,0,4,836.0,1.0
M,65+,Masters,Lawyer,202106,0,2,867.0,1.0
M,35-44,Masters,Performer,253046,1,1,1114.0,1.0
M,45-54,HighSchool,Teacher,30855,0,3,315.0,0.0
M,55-64,Masters,Entrepreneur,153733,0,2,264.0,0.0
M,55-64,Doctorate,Executive,141605,1,1,957.0,0.0
M,18-24,HighSchool,Janitor,8174,1,2,461.0,0.0
M,55-64,Masters,Doctor,206759,0,5,726.0,0.0
M,25-34,Associate,Clerk,10001,1,2,513.0,0.0
M,65+,Masters,Performer,120641,0,3,591.0,0.0
M,55-64,Masters,Performer,195536,0,4,720.0,0.0
M,65+,Associate,Student,15666,0,2,286.0,0.0
M,45-54,Masters,Manager,78264,0,2,472.0,0.0
M,55-64,Masters,Performer,157855,1,2,663.0,0.0
F,25-34,HighSchool,Teacher,36791,1,2,750.0,0.0
F,45-54,Doctorate,Executive,206953,0,2,205.0,0.0
M,55-64,Associate,Secretary,33741,0,2,273.0,0.0
F,35-44,Associate,Student,20173,1,1,907.0,1.0
F,35-44,Masters,Technician,82427,1,1,364.0,0.0
M,35-44,Associate,Clerk,13850,0,2,792.0,1.0
F,55-64,Associate,Secretary,27669,1,1,279.0,0.0
F,45-54,Doctorate,Doctor,160768,0,3,558.0,0.0
M,65+,HighSchool,Teacher,39251,1,2,366.0,0.0
M,35-44,Associate,Manager,69299,0,5,649.0,0.0
F,65+,Masters,Executive,352624,0,5,741.0,1.0
F,55-64,Doctorate,Entrepreneur,227001,0,4,1094.0,0.0
F,35-44,HighSchool,Teacher,17308,0,5,451.0,0.0
M,55-64,Associate,Technician,71835,0,5,697.0,0.0
M,35-44,Associate,Student,13000,0,3,276.0,0.0
F,25-34,Bachelors,Nurse,61169,1,1,1370.0,1.0
M,25-34,Bachelors,Nurse,53253,1,2,487.0,0.0
M,35-44,Bachelors,Technician,46789,0,2,752.0,0.0
F,25-34,Doctorate,Performer,121412,0,5,573.0,0.0
F,55-64,Bachelors,Manager,80888,0,4,364.0,0.0
F,55-64,HighSchool,Janitor,15862,1,1,623.0,0.0
F,18-24,HighSchool,Janitor,12488,0,2,1109.0,1.0
M,35-44,Masters,Entrepreneur,165060,1,1,229.0,0.0
F,35-44,Bachelors,Technician,69318,0,4,291.0,0.0
M,55-64,Masters,Executive,265060,0,2,410.0,0.0
M,55-64,Masters,Entrepreneur,132324,0,2,403.0,0.0
M,65+,HighSchool,Janitor,17262,1,1,739.0,0.0
M,25-34,HighSchool,Teacher,35777,1,1,372.0,0.0
M,45-54,Masters,Lawyer,247224,0,3,518.0,0.0
M,65+,Doctorate,Executive,102627,0,5,1180.0,1.0
F,45-54,HighSchool,Janitor,17455,0,2,609.0,0.0
M,35-44,Bachelors,Programmer,63311,0,2,1378.0,1.0
M,25-34,Bachelors,Performer,173821,1,2,420.0,0.0
M,55-64,Masters,Lawyer,129893,0,2,1356.0,1.0
M,55-64,Bachelors,Programmer,64416,0,4,391.0,0.0
M,25-34,Doctorate,Executive,114856,1,2,1134.0,0.0
M,45-54,Bachelors,Architect,43475,0,5,705.0,0.0
M,35-44,HighSchool,Secretary,13034,0,2,518.0,0.0
M,55-64,Associate,Clerk,15750,1,1,1284.0,1.0
M,55-64,Masters,Doctor,205367,0,2,576.0,0.0
M,45-54,Bachelors,Technician,41136,0,4,1330.0,1.0
M,55-64,Bachelors,Architect,80474,1,2,300.0,0.0
M,65+,HighSchool,Janitor,15039,0,4,622.0,0.0
M,55-64,Associate,Teacher,18482,0,3,735.0,0.0
F,35-44,Masters,Doctor,134285,0,4,1131.0,1.0
M,25-34,Associate,Manager,52361,1,1,453.0,0.0
M,35-44,Masters,Manager,56984,0,4,717.0,0.0
F,45-54,Masters,Doctor,232147,0,2,569.0,0.0
M,45-54,Masters,Executive,136440,0,5,194.0,0.0
M,25-34,Associate,Secretary,29920,1,1,448.0,0.0
M,55-64,Doctorate,Doctor,315846,1,1,521.0,0.0
M,65+,Masters,Technician,41662,0,3,451.0,0.0
M,55-64,HighSchool,Janitor,17569,0,5,1366.0,0.0
M,25-34,Masters,Executive,141344,1,1,506.0,0.0
F,55-64,HighSchool,Secretary,38280,0,5,1027.0,0.0
F,55-64,Doctorate,Lawyer,260625,0,3,1114.0,0.0
M,35-44,Masters,Technician,52364,1,1,1404.0,1.0
M,45-54,Associate,Janitor,17384,0,4,1085.0,1.0
F,25-34,Bachelors,Performer,155882,0,4,332.0,0.0
F,65+,Associate,Teacher,30756,0,4,477.0,0.0
M,45-54,Doctorate,Executive,208647,0,3,1490.0,1.0
F,35-44,Associate,Clerk,13602,0,4,402.0,0.0
M,55-64,Doctorate,Entrepreneur,144752,0,2,897.0,1.0
F,35-44,Masters,Entrepreneur,104438,0,3,1382.0,1.0
M,55-64,Masters,Doctor,189713,0,4,704.0,1.0
M,55-64,Masters,Performer,328425,0,3,479.0,0.0
M,55-64,Bachelors,Nurse,94593,1,1,1307.0,1.0
M,45-54,HighSchool,Student,15454,0,5,1165.0,1.0
F,35-44,Masters,Performer,197368,0,2,664.0,0.0
F,45-54,Associate,Student,29916,0,5,378.0,0.0
M,25-34,Doctorate,Lawyer,134356,1,1,180.0,0.0
F,65+,Doctorate,Performer,229902,0,5,530.0,0.0
M,35-44,Masters,Performer,301978,0,2,483.0,0.0
F,55-64,Doctorate,Performer,198352,0,2,930.0,0.0
M,45-54,HighSchool,Teacher,39022,1,1,550.0,0.0
M,45-54,Bachelors,Entrepreneur,133911,0,2,729.0,1.0
M,35-44,Associate,Clerk,17118,1,1,556.0,0.0
M,55-64,Bachelors,Nurse,53290,1,1,1043.0,1.0
M,65+,Doctorate,Entrepreneur,163179,0,4,1045.0,1.0
M,25-34,HighSchool,Teacher,14101,1,2,450.0,0.0
M,65+,HighSchool,Teacher,28107,0,2,478.0,0.0
M,35-44,HighSchool,Teacher,34226,0,4,416.0,0.0
M,65+,Masters,Performer,372456,0,2,396.0,0.0
F,55-64,Bachelors,Doctor,186098,0,3,540.0,0.0
M,45-54,Doctorate,Performer,154198,0,5,1200.0,1.0
F,55-64,Doctorate,Lawyer,111854,0,2,662.0,0.0
M,35-44,Masters,Manager,54750,0,3,470.0,0.0
M,35-44,Masters,Lawyer,281498,0,4,1460.0,1.0
M,45-54,HighSchool,Janitor,31686,0,4,876.0,1.0
M,25-34,Masters,Performer,161688,1,1,219.0,0.0
F,25-34,Bachelors,Nurse,57962,1,1,265.0,0.0
M,55-64,Bachelors,Nurse,47144,0,4,201.0,0.0
M,65+,Doctorate,Entrepreneur,385150,0,4,1397.0,1.0
M,45-54,Associate,Programmer,57300,1,2,619.0,0.0
M,65+,Masters,Entrepreneur,368323,1,1,855.0,1.0
M,18-24,HighSchool,Teacher,8975,1,2,354.0,0.0
F,25-34,Associate,Student,10780,1,1,265.0,0.0
F,45-54,HighSchool,Janitor,17530,0,2,228.0,0.0
F,35-44,Doctorate,Performer,190528,0,2,554.0,0.0
F,35-44,Bachelors,Entrepreneur,161942,1,1,1230.0,1.0
M,25-34,HighSchool,Clerk,20231,1,1,1178.0,1.0
M,35-44,HighSchool,Student,18808,0,5,538.0,0.0
F,65+,Bachelors,Manager,52707,0,5,1333.0,1.0
M,25-34,HighSchool,Secretary,11330,1,2,454.0,0.0
F,25-34,Masters,Technician,74883,1,2,724.0,1.0
M,35-44,Masters,Doctor,105888,1,2,1486.0,1.0
F,65+,Masters,Doctor,230520,0,4,336.0,0.0
M,25-34,Masters,Manager,40506,1,2,1419.0,0.0
M,25-34,Bachelors,Performer,120949,1,2,405.0,0.0
F,65+,Doctorate,Performer,104046,0,4,258.0,0.0
M,55-64,HighSchool,Secretary,16502,0,4,556.0,0.0
M,25-34,Masters,Architect,50458,1,2,387.0,0.0
M,35-44,Masters,Nurse,67467,0,5,587.0,0.0
F,55-64,Masters,Performer,178799,0,5,343.0,0.0
M,18-24,HighSchool,Secretary,27563,1,1,335.0,0.0
F,25-34,Associate,Student,34017,1,1,722.0,0.0
M,18-24,HighSchool,Secretary,8171,1,1,232.0,0.0
F,45-54,Masters,Doctor,118759,0,4,208.0,0.0
F,65+,Masters,Lawyer,125392,0,4,803.0,1.0
M,35-44,Masters,Performer,214244,0,3,731.0,0.0
M,45-54,HighSchool,Clerk,21141,0,3,214.0,0.0
F,65+,Masters,Entrepreneur,260070,1,1,694.0,0.0
M,55-64,Associate,Technician,65953,1,2,680.0,0.0
M,65+,Associate,Student,38990,0,5,438.0,0.0
M,25-34,Doctorate,Performer,162277,1,1,264.0,0.0
F,55-64,Masters,Lawyer,201158,1,2,727.0,0.0
M,65+,HighSchool,Clerk,33347,0,3,621.0,0.0
M,35-44,Associate,Teacher,15986,1,1,410.0,0.0
M,25-34,Associate,Architect,96030,1,1,266.0,0.0
M,25-34,Bachelors,Architect,62831,1,1,780.0,1.0
M,35-44,HighSchool,Secretary,33864,0,2,368.0,0.0
F,35-44,Bachelors,Technician,57185,0,5,849.0,1.0
M,35-44,Masters,Doctor,237057,0,2,242.0,0.0
M,45-54,Masters,Architect,48708,0,3,249.0,0.0
F,25-34,Associate,Student,11983,1,1,766.0,0.0
M,35-44,Masters,Doctor,148018,0,5,735.0,1.0
M,25-34,Doctorate,Performer,112428,1,2,1123.0,1.0
M,65+,Associate,Manager,88994,0,5,172.0,0.0
M,45-54,Bachelors,Nurse,50865,0,3,511.0,0.0
M,65+,Bachelors,Performer,131821,1,2,383.0,0.0
M,25-34,Masters,Technician,50224,1,1,1413.0,1.0
M,55-64,Masters,Doctor,186957,0,4,900.0,1.0
M,45-54,Associate,Manager,91643,1,1,347.0,0.0
M,25-34,HighSchool,Janitor,14241,0,2,530.0,0.0
M,55-64,Masters,Performer,157670,1,2,177.0,0.0
F,35-44,Doctorate,Performer,165447,0,2,612.0,0.0
M,55-64,Associate,Clerk,18043,1,2,349.0,0.0
M,25-34,Associate,Janitor,21659,1,1,660.0,0.0
F,35-44,Doctorate,Entrepreneur,127078,0,3,1303.0,1.0
M,25-34,Masters,Performer,109167,1,2,544.0,0.0
M,65+,HighSchool,Teacher,28462,0,5,273.0,0.0
M,45-54,HighSchool,Secretary,22815,0,4,618.0,0.0
M,25-34,Doctorate,Lawyer,178634,0,2,1456.0,1.0
F,35-44,HighSchool,Student,20323,0,2,507.0,0.0
M,55-64,Masters,Lawyer,284646,1,1,403.0,0.0
M,35-44,Masters,Entrepreneur,289107,1,2,1225.0,1.0
M,25-34,Associate,Teacher,26082,1,2,745.0,0.0
M,25-34,HighSchool,Secretary,38044,1,2,365.0,0.0
F,25-34,Masters,Executive,165589,1,1,447.0,0.0
M,45-54,HighSchool,Student,27898,1,1,480.0,0.0
M,45-54,HighSchool,Teacher,15048,0,3,592.0,0.0
M,45-54,Associate,Manager,43200,0,4,1123.0,0.0
M,35-44,HighSchool,Secretary,15137,0,5,605.0,0.0
M,25-34,Bachelors,Nurse,70148,1,2,931.0,0.0
M,35-44,Associate,Architect,45490,0,3,369.0,0.0
M,65+,HighSchool,Secretary,15471,0,5,1289.0,1.0
M,55-64,Masters,Performer,249478,0,2,565.0,0.0
M,35-44,Associate,Secretary,33658,1,2,385.0,0.0
M,55-64,HighSchool,Student,36779,0,3,403.0,0.0
M,45-54,HighSchool,Janitor,23723,0,2,561.0,0.0
M,25-34,HighSchool,Teacher,20605,1,2,493.0,0.0
M,45-54,Bachelors,Nurse,48027,0,5,225.0,0.0
M,45-54,Masters,Performer,264763,1,2,509.0,0.0
M,35-44,Masters,Performer,129072,0,2,504.0,0.0
F,45-54,Doctorate,Performer,205825,1,2,1188.0,1.0
M,45-54,HighSchool,Teacher,25461,0,2,737.0,0.0
M,65+,HighSchool,Clerk,29454,0,4,731.0,0.0
M,45-54,HighSchool,Janitor,36289,0,2,661.0,0.0
M,25-34,Bachelors,Executive,182261,1,1,870.0,1.0
M,25-34,Associate,Clerk,10916,1,2,588.0,0.0
M,45-54,Associate,Student,16394,0,3,457.0,0.0
F,25-34,Associate,Student,26840,1,1,184.0,0.0
F,18-24,HighSchool,Teacher,17515,0,5,286.0,0.0
M,25-34,Masters,Lawyer,175655,0,3,1187.0,0.0
F,35-44,Bachelors,Entrepreneur,280457,0,4,1073.0,1.0
M,55-64,Doctorate,Performer,158738,0,4,414.0,0.0
M,35-44,Masters,Lawyer,202580,0,4,424.0,0.0
F,55-64,HighSchool,Secretary,30664,1,1,636.0,0.0
M,25-34,Bachelors,Technician,55192,0,4,176.0,0.0
M,25-34,Masters,Nurse,77351,1,1,1204.0,0.0
M,25-34,HighSchool,Janitor,11586,1,2,605.0,0.0
M,45-54,Bachelors,Entrepreneur,226489,0,3,1263.0,1.0
M,45-54,Masters,Lawyer,252605,0,3,530.0,0.0
M,45-54,Associate,Secretary,15313,0,2,705.0,0.0
F,35-44,HighSchool,Teacher,38550,1,1,1104.0,0.0
F,65+,Bachelors,Manager,55179,0,5,1036.0,1.0
M,35-44,HighSchool,Clerk,13004,0,2,314.0,0.0
F,65+,Associate,Janitor,18162,0,4,480.0,0.0
M,25-34,Associate,Secretary,34973,1,2,477.0,0.0
M,35-44,Masters,Performer,137996,0,5,382.0,0.0
M,45-54,Bachelors,Programmer,54003,1,1,464.0,0.0
F,35-44,HighSchool,Clerk,22114,1,2,356.0,0.0
M,45-54,HighSchool,Teacher,21295,0,2,237.0,0.0
M,55-64,Bachelors,Architect,40167,0,2,676.0,0.0
F,45-54,Bachelors,Programmer,59212,0,2,431.0,0.0
M,35-44,HighSchool,Janitor,35191,0,3,198.0,0.0
M,45-54,Bachelors,Technician,56327,0,2,892.0,1.0
M,18-24,HighSchool,Janitor,9416,1,2,369.0,0.0
M,25-34,Associate,Architect,93723,0,4,1170.0,1.0
M,35-44,HighSchool,Janitor,15832,1,2,335.0,0.0
M,35-44,Masters,Lawyer,109131,0,2,1271.0,1.0
F,45-54,HighSchool,Clerk,37482,1,2,479.0,0.0
M,45-54,Associate,Secretary,15281,0,4,1112.0,1.0
M,45-54,Bachelors,Architect,46456,1,1,619.0,0.0
M,55-64,Associate,Architect,97101,1,2,551.0,0.0
M,55-64,Bachelors,Architect,70470,1,1,1208.0,1.0
M,65+,Doctorate,Doctor,209666,0,2,991.0,1.0
M,25-34,Associate,Janitor,35625,1,1,223.0,0.0
F,65+,HighSchool,Janitor,15632,1,2,1274.0,1.0
M,35-44,HighSchool,Teacher,21577,1,2,255.0,0.0
F,35-44,Bachelors,Architect,43728,0,4,850.0,1.0
F,25-34,Doctorate,Executive,182014,0,3,981.0,1.0
M,65+,Masters,Executive,145060,0,5,912.0,1.0
M,25-34,Bachelors,Technician,95694,1,1,1335.0,1.0
F,45-54,Bachelors,Technician,41984,1,1,913.0,1.0
M,35-44,HighSchool,Janitor,15700,1,1,420.0,0.0
M,35-44,HighSchool,Teacher,16265,0,3,1192.0,1.0
F,18-24,HighSchool,Secretary,18738,1,2,346.0,0.0
M,25-34,Doctorate,Performer,154288,1,1,686.0,0.0
F,45-54,Bachelors,Architect,63844,1,2,1287.0,1.0
F,45-54,HighSchool,Teacher,31809,0,5,1193.0,1.0
M,65+,Doctorate,Entrepreneur,292701,0,4,377.0,0.0
F,35-44,Masters,Doctor,181783,0,4,439.0,0.0
M,35-44,Masters,Lawyer,157012,0,4,1193.0,1.0
M,45-54,Masters,Doctor,247466,1,1,485.0,0.0
F,65+,Doctorate,Performer,393175,0,2,482.0,0.0
M,25-34,Associate,Manager,84572,1,2,767.0,1.0
F,25-34,Masters,Programmer,69421,1,2,965.0,0.0
M,65+,HighSchool,Student,15476,1,1,551.0,0.0
M,65+,Masters,Entrepreneur,120818,0,5,616.0,0.0
F,35-44,Masters,Entrepreneur,208132,0,5,501.0,0.0
M,25-34,Doctorate,Performer,163761,1,1,679.0,0.0
F,55-64,Bachelors,Nurse,55259,0,2,662.0,0.0
F,25-34,HighSchool,Student,11846,1,1,562.0,0.0
M,25-34,Associate,Teacher,18318,1,1,611.0,0.0
M,45-54,Bachelors,Performer,221987,1,2,558.0,0.0
F,18-24,Associate,Teacher,22877,1,2,670.0,0.0
M,25-34,HighSchool,Secretary,19752,1,2,758.0,0.0
F,45-54,Associate,Secretary,39748,1,1,603.0,0.0
M,65+,HighSchool,Teacher,33911,0,3,237.0,0.0
F,35-44,Bachelors,Doctor,276888,0,4,698.0,0.0
M,25-34,Doctorate,Doctor,158026,1,2,757.0,0.0
M,35-44,HighSchool,Clerk,16480,0,4,711.0,1.0
M,45-54,HighSchool,Clerk,37908,0,2,521.0,0.0
F,55-64,Doctorate,Performer,125122,0,5,619.0,0.0
F,55-64,Bachelors,Lawyer,272541,0,3,379.0,0.0
M,35-44,Doctorate,Entrepreneur,143022,0,3,498.0,0.0
M,45-54,Bachelors,Nurse,93128,1,1,280.0,0.0
F,35-44,Doctorate,Lawyer,165154,0,4,695.0,0.0
M,55-64,Masters,Performer,324762,0,2,269.0,0.0
M,25-34,HighSchool,Secretary,19934,1,2,305.0,0.0
F,45-54,Associate,Nurse,67818,1,2,1073.0,1.0
M,25-34,Bachelors,Architect,41798,1,2,1016.0,1.0
M,25-34,Masters,Entrepreneur,161544,1,2,394.0,0.0
M,45-54,HighSchool,Janitor,38523,0,5,504.0,0.0
M,45-54,Masters,Performer,259936,0,2,616.0,0.0
M,25-34,Bachelors,Programmer,65467,0,2,891.0,0.0
F,55-64,Associate,Student,18196,0,2,664.0,0.0
M,65+,Masters,Entrepreneur,104933,0,3,991.0,0.0
M,45-54,HighSchool,Secretary,21024,1,1,765.0,0.0
M,65+,HighSchool,Clerk,15091,0,5,351.0,0.0
M,35-44,Masters,Entrepreneur,183186,0,4,1177.0,1.0
M,45-54,Masters,Performer,238852,0,5,366.0,0.0
M,65+,HighSchool,Teacher,15655,0,4,1082.0,1.0
F,35-44,Masters,Performer,265952,1,1,534.0,0.0
M,45-54,Associate,Student,34475,0,2,263.0,0.0
M,25-34,Doctorate,Executive,103384,1,1,822.0,1.0
M,35-44,HighSchool,Clerk,32609,0,5,613.0,0.0
F,35-44,Bachelors,Lawyer,249976,0,2,721.0,0.0
F,35-44,Doctorate,Entrepreneur,181762,1,2,1479.0,1.0
F,65+,Masters,Doctor,277632,0,3,869.0,1.0
M,65+,Associate,Janitor,16142,0,3,1488.0,1.0
M,65+,Associate,Student,15839,0,2,620.0,0.0
M,55-64,Doctorate,Lawyer,312551,0,3,1352.0,1.0
F,18-24,HighSchool,Secretary,13779,1,2,570.0,0.0
F,65+,Associate,Janitor,18413,1,2,1210.0,1.0
M,55-64,HighSchool,Student,27971,0,4,515.0,0.0
F,25-34,Bachelors,Programmer,97025,0,3,1316.0,0.0
M,35-44,Masters,Entrepreneur,166520,0,4,260.0,0.0
M,45-54,Associate,Student,22468,0,4,452.0,0.0
F,35-44,Masters,Doctor,241963,0,3,1087.0,1.0
F,65+,Doctorate,Doctor,139405,0,5,353.0,0.0
M,45-54,HighSchool,Student,21626,1,1,587.0,0.0
M,35-44,Associate,Clerk,13499,0,2,682.0,0.0
M,45-54,Associate,Student,15956,0,2,697.0,0.0
F,25-34,Bachelors,Lawyer,184719,1,1,500.0,0.0
F,45-54,Masters,Architect,67677,0,2,585.0,0.0
M,55-64,Masters,Lawyer,167613,0,2,533.0,0.0
M,18-24,Bachelors,Technician,48768,0,2,496.0,0.0
M,55-64,Bachelors,Executive,151643,0,2,627.0,0.0
M,25-34,HighSchool,Secretary,22035,1,2,290.0,0.0
M,65+,Masters,Lawyer,306336,0,5,1082.0,1.0
M,35-44,Bachelors,Doctor,113032,1,1,251.0,0.0
M,45-54,Masters,Lawyer,189331,0,4,960.0,1.0
M,65+,Doctorate,Doctor,122860,1,1,703.0,0.0
M,65+,Masters,Architect,48108,0,5,727.0,0.0
F,65+,Doctorate,Performer,170583,0,3,196.0,0.0
M,55-64,Masters,Doctor,248295,1,1,259.0,0.0
M,25-34,Masters,Entrepreneur,122481,0,2,665.0,0.0
M,25-34,Bachelors,Architect,76824,1,1,1152.0,0.0
M,18-24,HighSchool,Teacher,15507,1,2,439.0,0.0
M,18-24,HighSchool,Janitor,8948,1,1,223.0,0.0
F,35-44,Doctorate,Performer,101937,1,1,640.0,0.0
M,55-64,HighSchool,Secretary,19772,0,2,517.0,0.0
F,35-44,Associate,Janitor,27329,0,4,652.0,0.0
M,65+,HighSchool,Teacher,15347,1,1,731.0,0.0
M,45-54,Doctorate,Lawyer,266202,1,2,505.0,0.0
F,55-64,HighSchool,Secretary,33260,0,5,573.0,0.0
M,35-44,Doctorate,Performer,261183,1,2,612.0,0.0
M,35-44,Bachelors,Technician,91387,0,4,536.0,0.0
M,25-34,HighSchool,Secretary,26142,1,1,736.0,0.0
M,18-24,Associate,Secretary,8297,0,4,304.0,0.0
M,45-54,Bachelors,Manager,44870,0,2,706.0,0.0
M,35-44,HighSchool,Secretary,15594,0,5,223.0,0.0
M,45-54,Associate,Technician,49713,1,2,766.0,0.0
M,35-44,HighSchool,Secretary,19727,0,4,201.0,0.0
M,35-44,Doctorate,Lawyer,300133,1,1,1242.0,1.0
M,65+,Associate,Clerk,17044,0,3,533.0,0.0
F,65+,Doctorate,Lawyer,159243,0,2,835.0,1.0
M,45-54,Bachelors,Nurse,70330,1,1,577.0,0.0
M,55-64,Associate,Clerk,15376,1,2,863.0,1.0
M,55-64,Masters,Executive,278205,0,3,187.0,0.0
M,45-54,Bachelors,Doctor,254177,0,3,424.0,0.0
M,18-24,HighSchool,Secretary,8002,0,3,254.0,0.0
M,55-64,Masters,Performer,270128,1,2,689.0,0.0
M,65+,HighSchool,Secretary,15222,1,1,419.0,0.0
F,65+,Bachelors,Entrepreneur,117180,0,3,599.0,0.0
F,35-44,Bachelors,Programmer,40798,0,4,207.0,0.0
M,65+,Doctorate,Lawyer,198411,0,3,740.0,1.0
M,45-54,HighSchool,Student,16875,1,1,429.0,0.0
F,25-34,Associate,Janitor,26327,1,2,510.0,0.0
M,55-64,Masters,Lawyer,186908,1,1,559.0,0.0
M,35-44,HighSchool,Secretary,13216,1,1,620.0,0.0
M,65+,Bachelors,Programmer,99856,0,4,606.0,0.0
F,45-54,Masters,Entrepreneur,194633,0,5,291.0,0.0
M,18-24,Associate,Clerk,13819,0,3,663.0,0.0
F,65+,Masters,Lawyer,123925,1,1,886.0,1.0
M,65+,Bachelors,Technician,72586,0,4,446.0,0.0
F,55-64,Bachelors,Executive,123406,0,4,954.0,1.0
M,35-44,Doctorate,Performer,287858,0,5,683.0,0.0
M,55-64,Associate,Secretary,38250,0,5,440.0,0.0
M,45-54,Associate,Clerk,35978,0,2,498.0,0.0
F,45-54,Bachelors,Nurse,40583,0,5,456.0,0.0
F,18-24,HighSchool,Student,8000,1,1,417.0,0.0
F,18-24,HighSchool,Clerk,13168,1,1,356.0,0.0
F,25-34,Bachelors,Technician,88709,1,1,413.0,0.0
M,18-24,Bachelors,Technician,46604,1,2,608.0,0.0
M,55-64,HighSchool,Janitor,15175,1,2,713.0,0.0
M,25-34,Masters,Executive,180282,1,2,548.0,0.0
F,35-44,Associate,Architect,73696,1,1,1311.0,0.0
F,55-64,Bachelors,Architect,91215,0,5,830.0,1.0
F,35-44,Masters,Entrepreneur,281968,1,2,711.0,1.0
M,45-54,Masters,Doctor,207398,0,5,252.0,0.0
M,25-34,Masters,Doctor,121459,0,3,779.0,1.0
M,55-64,Bachelors,Executive,109902,0,2,673.0,0.0
M,65+,Doctorate,Lawyer,363503,1,2,484.0,0.0
M,65+,HighSchool,Clerk,15957,0,4,271.0,0.0
M,25-34,Associate,Janitor,10555,1,2,680.0,0.0
M,55-64,Masters,Manager,77786,0,3,256.0,0.0
F,65+,HighSchool,Student,32889,0,3,197.0,0.0
M,45-54,Doctorate,Doctor,251071,0,3,742.0,0.0
M,65+,Masters,Manager,45728,0,4,1351.0,0.0
M,65+,Bachelors,Performer,265887,0,3,884.0,1.0
M,65+,Masters,Performer,211334,0,2,614.0,0.0
M,55-64,HighSchool,Student,15030,0,2,454.0,0.0
F,45-54,Bachelors,Nurse,57812,0,4,382.0,0.0
F,18-24,HighSchool,Janitor,9111,1,1,516.0,0.0
M,45-54,Doctorate,Doctor,202285,0,5,625.0,0.0
F,45-54,Associate,Teacher,22447,1,2,602.0,0.0
M,25-34,Associate,Clerk,12638,1,2,184.0,0.0
M,25-34,Doctorate,Lawyer,175961,1,2,191.0,0.0
